id,cruise,cdate,age,date_at_age,clength,bclength
ML50004,MEN0503,2/15/2006,0,12/21/2005,34.5,3.6
ML50004,MEN0503,2/15/2006,3,12/22/2005,34.5,4.105531366
ML50004,MEN0503,2/15/2006,4,12/23/2005,34.5,4.743401106
ML50004,MEN0503,2/15/2006,5,12/24/2005,34.5,5.390089322
ML50004,MEN0503,2/15/2006,6,12/25/2005,34.5,5.714658219
ML50004,MEN0503,2/15/2006,7,12/26/2005,34.5,6.057598939
ML50004,MEN0503,2/15/2006,8,12/27/2005,34.5,6.440957673
ML50004,MEN0503,2/15/2006,9,12/28/2005,34.5,6.871470757
ML50004,MEN0503,2/15/2006,10,12/29/2005,34.5,7.320049467
ML50004,MEN0503,2/15/2006,11,12/30/2005,34.5,7.7453572
ML50004,MEN0503,2/15/2006,12,12/31/2005,34.5,8.337542337
ML50004,MEN0503,2/15/2006,13,1/1/2006,34.5,8.673746723
ML50004,MEN0503,2/15/2006,14,1/2/2006,34.5,9.140697257
ML50004,MEN0503,2/15/2006,15,1/3/2006,34.5,9.559574852
ML50004,MEN0503,2/15/2006,16,1/4/2006,34.5,10.00662258
ML50004,MEN0503,2/15/2006,17,1/5/2006,34.5,10.41019032
ML50004,MEN0503,2/15/2006,18,1/6/2006,34.5,10.80059158
ML50004,MEN0503,2/15/2006,19,1/7/2006,34.5,11.40931136
ML50004,MEN0503,2/15/2006,20,1/8/2006,34.5,11.89402133
ML50004,MEN0503,2/15/2006,21,1/9/2006,34.5,12.31596089
ML50004,MEN0503,2/15/2006,22,1/10/2006,34.5,12.80067086
ML50004,MEN0503,2/15/2006,23,1/11/2006,34.5,13.16657636
ML50004,MEN0503,2/15/2006,24,1/12/2006,34.5,13.59188409
ML50004,MEN0503,2/15/2006,25,1/13/2006,34.5,14.05638505
ML50004,MEN0503,2/15/2006,26,1/14/2006,34.5,14.54721896
ML50004,MEN0503,2/15/2006,27,1/15/2006,34.5,14.93517065
ML50004,MEN0503,2/15/2006,28,1/16/2006,34.5,15.37303246
ML50004,MEN0503,2/15/2006,29,1/17/2006,34.5,15.76404612
ML50004,MEN0503,2/15/2006,30,1/18/2006,34.5,16.0800415
ML50004,MEN0503,2/15/2006,31,1/19/2006,34.5,16.60516948
ML50004,MEN0503,2/15/2006,32,1/20/2006,34.5,17.09049184
ML50004,MEN0503,2/15/2006,33,1/21/2006,34.5,17.53753956
ML50004,MEN0503,2/15/2006,34,1/22/2006,34.5,18.07552782
ML50004,MEN0503,2/15/2006,35,1/23/2006,34.5,18.70078224
ML50004,MEN0503,2/15/2006,36,1/24/2006,34.5,19.1652832
ML50004,MEN0503,2/15/2006,37,1/25/2006,34.5,19.79053762
ML50004,MEN0503,2/15/2006,38,1/26/2006,34.5,20.37874219
ML50004,MEN0503,2/15/2006,39,1/27/2006,34.5,21.00675239
ML50004,MEN0503,2/15/2006,40,1/28/2006,34.5,21.38704915
ML50004,MEN0503,2/15/2006,41,1/29/2006,34.5,21.95902528
ML50004,MEN0503,2/15/2006,42,1/30/2006,34.5,22.74993232
ML50004,MEN0503,2/15/2006,43,1/31/2006,34.5,23.53410302
ML50004,MEN0503,2/15/2006,44,2/1/2006,34.5,24.55649504
ML50004,MEN0503,2/15/2006,45,2/2/2006,34.5,25.20563284
ML50004,MEN0503,2/15/2006,46,2/3/2006,34.5,26.19832374
ML50004,MEN0503,2/15/2006,47,2/4/2006,34.5,27.2485797
ML50004,MEN0503,2/15/2006,48,2/5/2006,34.5,27.85301272
ML50004,MEN0503,2/15/2006,49,2/6/2006,34.5,28.63350906
ML50004,MEN0503,2/15/2006,50,2/7/2006,34.5,29.89779677
ML50004,MEN0503,2/15/2006,51,2/8/2006,34.5,30.83445361
ML50004,MEN0503,2/15/2006,52,2/9/2006,34.5,31.47232335
ML50004,MEN0503,2/15/2006,53,2/10/2006,34.5,32.02684625
ML50004,MEN0503,2/15/2006,54,2/11/2006,34.5,32.83918708
ML50004,MEN0503,2/15/2006,55,2/12/2006,34.5,33.35114859
ML50004,MEN0503,2/15/2006,56,2/15/2006,34.5,34.5
ML50005,MEN0503,2/15/2006,0,12/22/2005,30,3.6
ML50005,MEN0503,2/15/2006,3,12/23/2005,30,4.188217418
ML50005,MEN0503,2/15/2006,4,12/24/2005,30,4.524341657
ML50005,MEN0503,2/15/2006,5,12/25/2005,30,4.884672374
ML50005,MEN0503,2/15/2006,6,12/26/2005,30,5.246732125
ML50005,MEN0503,2/15/2006,7,12/27/2005,30,5.474618827
ML50005,MEN0503,2/15/2006,8,12/28/2005,30,5.834811221
ML50005,MEN0503,2/15/2006,9,12/29/2005,30,6.219694223
ML50005,MEN0503,2/15/2006,10,12/30/2005,30,6.654719215
ML50005,MEN0503,2/15/2006,11,12/31/2005,30,7.135044902
ML50005,MEN0503,2/15/2006,12,1/1/2006,30,7.53133953
ML50005,MEN0503,2/15/2006,13,1/2/2006,30,7.929017385
ML50005,MEN0503,2/15/2006,14,1/3/2006,30,8.469305976
ML50005,MEN0503,2/15/2006,15,1/4/2006,30,8.938911652
ML50005,MEN0503,2/15/2006,16,1/5/2006,30,9.371170189
ML50005,MEN0503,2/15/2006,17,1/6/2006,30,9.69726603
ML50005,MEN0503,2/15/2006,18,1/7/2006,30,10.06969999
ML50005,MEN0503,2/15/2006,19,1/8/2006,30,10.4905469
ML50005,MEN0503,2/15/2006,20,1/9/2006,30,10.74264008
ML50005,MEN0503,2/15/2006,21,1/10/2006,30,11.07980174
ML50005,MEN0503,2/15/2006,22,1/11/2006,30,11.35610139
ML50005,MEN0503,2/15/2006,23,1/12/2006,30,11.71629379
ML50005,MEN0503,2/15/2006,24,1/13/2006,30,12.00435088
ML50005,MEN0503,2/15/2006,25,1/14/2006,30,12.29482862
ML50005,MEN0503,2/15/2006,26,1/15/2006,30,12.69112324
ML50005,MEN0503,2/15/2006,27,1/16/2006,30,13.05214557
ML50005,MEN0503,2/15/2006,28,1/17/2006,30,13.4484402
ML50005,MEN0503,2/15/2006,29,1/18/2006,30,13.88208197
ML50005,MEN0503,2/15/2006,30,1/19/2006,30,14.24227436
ML50005,MEN0503,2/15/2006,31,1/20/2006,30,14.63856899
ML50005,MEN0503,2/15/2006,32,1/21/2006,30,15.00062874
ML50005,MEN0503,2/15/2006,33,1/22/2006,30,15.5048151
ML50005,MEN0503,2/15/2006,34,1/23/2006,30,15.89073552
ML50005,MEN0503,2/15/2006,35,1/24/2006,30,16.27561852
ML50005,MEN0503,2/15/2006,36,1/25/2006,30,16.66015572
ML50005,MEN0503,2/15/2006,37,1/26/2006,30,17.49078372
ML50005,MEN0503,2/15/2006,38,1/27/2006,30,17.69792202
ML50005,MEN0503,2/15/2006,39,1/28/2006,30,17.94067841
ML50005,MEN0503,2/15/2006,40,1/29/2006,30,18.76957738
ML50005,MEN0503,2/15/2006,41,1/30/2006,30,19.20183592
ML50005,MEN0503,2/15/2006,42,1/31/2006,30,19.58602731
ML50005,MEN0503,2/15/2006,43,2/1/2006,30,20.0210523
ML50005,MEN0503,2/15/2006,44,2/2/2006,30,20.50137799
ML50005,MEN0503,2/15/2006,45,2/3/2006,30,21.14561611
ML50005,MEN0503,2/15/2006,46,2/4/2006,30,21.81475233
ML50005,MEN0503,2/15/2006,47,2/5/2006,30,22.49218791
ML50005,MEN0503,2/15/2006,48,2/6/2006,30,23.42448312
ML50005,MEN0503,2/15/2006,49,2/7/2006,30,23.90722946
ML50005,MEN0503,2/15/2006,50,2/8/2006,30,25.06084104
ML50005,MEN0503,2/15/2006,51,2/9/2006,30,26.21410682
ML50005,MEN0503,2/15/2006,52,2/10/2006,30,27.29544478
ML50005,MEN0503,2/15/2006,53,2/11/2006,30,28.01679783
ML50005,MEN0503,2/15/2006,54,2/12/2006,30,28.99128148
ML50005,MEN0503,2/15/2006,55,2/15/2006,30,30
ML50006,MEN0503,2/15/2006,0,12/24/2005,28.5,3.6
ML50006,MEN0503,2/15/2006,3,12/25/2005,28.5,4.009725026
ML50006,MEN0503,2/15/2006,4,12/26/2005,28.5,4.284684505
ML50006,MEN0503,2/15/2006,5,12/27/2005,28.5,4.654050673
ML50006,MEN0503,2/15/2006,6,12/28/2005,28.5,5.101302357
ML50006,MEN0503,2/15/2006,7,12/29/2005,28.5,5.374688392
ML50006,MEN0503,2/15/2006,8,12/30/2005,28.5,5.662235429
ML50006,MEN0503,2/15/2006,9,12/31/2005,28.5,5.975744306
ML50006,MEN0503,2/15/2006,10,1/1/2006,28.5,6.338816694
ML50006,MEN0503,2/15/2006,11,1/2/2006,28.5,6.692448413
ML50006,MEN0503,2/15/2006,12,1/3/2006,28.5,7.00595729
ML50006,MEN0503,2/15/2006,13,1/4/2006,28.5,7.408365797
ML50006,MEN0503,2/15/2006,14,1/5/2006,28.5,7.726201647
ML50006,MEN0503,2/15/2006,15,1/6/2006,28.5,8.011388518
ML50006,MEN0503,2/15/2006,16,1/7/2006,28.5,8.460607008
ML50006,MEN0503,2/15/2006,17,1/8/2006,28.5,8.653747358
ML50006,MEN0503,2/15/2006,18,1/9/2006,28.5,9.004232187
ML50006,MEN0503,2/15/2006,19,1/10/2006,28.5,9.39838011
ML50006,MEN0503,2/15/2006,20,1/11/2006,28.5,9.616302215
ML50006,MEN0503,2/15/2006,21,1/12/2006,28.5,9.862939688
ML50006,MEN0503,2/15/2006,22,1/13/2006,28.5,10.19887015
ML50006,MEN0503,2/15/2006,23,1/14/2006,28.5,10.54778154
ML50006,MEN0503,2/15/2006,24,1/15/2006,28.5,10.79795926
ML50006,MEN0503,2/15/2006,25,1/16/2006,28.5,11.12877603
ML50006,MEN0503,2/15/2006,26,1/17/2006,28.5,11.45919944
ML50006,MEN0503,2/15/2006,27,1/18/2006,28.5,11.7951299
ML50006,MEN0503,2/15/2006,28,1/19/2006,28.5,12.14404129
ML50006,MEN0503,2/15/2006,29,1/20/2006,28.5,12.54172946
ML50006,MEN0503,2/15/2006,30,1/21/2006,28.5,12.86192548
ML50006,MEN0503,2/15/2006,31,1/22/2006,28.5,13.18566175
ML50006,MEN0503,2/15/2006,32,1/23/2006,28.5,13.4983839
ML50006,MEN0503,2/15/2006,33,1/24/2006,28.5,14.09235931
ML50006,MEN0503,2/15/2006,34,1/25/2006,28.5,14.63362433
ML50006,MEN0503,2/15/2006,35,1/26/2006,28.5,15.2157989
ML50006,MEN0503,2/15/2006,36,1/27/2006,28.5,15.77319172
ML50006,MEN0503,2/15/2006,37,1/28/2006,28.5,16.35339949
ML50006,MEN0503,2/15/2006,38,1/29/2006,28.5,16.97766372
ML50006,MEN0503,2/15/2006,39,1/30/2006,28.5,17.7565189
ML50006,MEN0503,2/15/2006,40,1/31/2006,28.5,18.69822561
ML50006,MEN0503,2/15/2006,41,2/1/2006,28.5,19.53018455
ML50006,MEN0503,2/15/2006,42,2/2/2006,28.5,20.57731206
ML50006,MEN0503,2/15/2006,43,2/3/2006,28.5,21.29086928
ML50006,MEN0503,2/15/2006,44,2/4/2006,28.5,22.02960162
ML50006,MEN0503,2/15/2006,45,2/5/2006,28.5,22.99648345
ML50006,MEN0503,2/15/2006,46,2/6/2006,28.5,23.9185221
ML50006,MEN0503,2/15/2006,47,2/7/2006,28.5,24.65528763
ML50006,MEN0503,2/15/2006,48,2/8/2006,28.5,25.34484981
ML50006,MEN0503,2/15/2006,49,2/9/2006,28.5,26.04975308
ML50006,MEN0503,2/15/2006,50,2/10/2006,28.5,26.67323059
ML50006,MEN0503,2/15/2006,51,2/11/2006,28.5,27.24163752
ML50006,MEN0503,2/15/2006,52,2/12/2006,28.5,27.85252746
ML50006,MEN0503,2/15/2006,53,2/15/2006,28.5,28.5
ML50019,MEN0503,2/15/2006,0,1/6/2006,26.5,3.6
ML50019,MEN0503,2/15/2006,3,1/7/2006,26.5,4.035869008
ML50019,MEN0503,2/15/2006,4,1/8/2006,26.5,4.739203089
ML50019,MEN0503,2/15/2006,5,1/9/2006,26.5,5.445839208
ML50019,MEN0503,2/15/2006,6,1/10/2006,26.5,5.880607537
ML50019,MEN0503,2/15/2006,7,1/11/2006,26.5,6.490750769
ML50019,MEN0503,2/15/2006,8,1/12/2006,26.5,7.072276339
ML50019,MEN0503,2/15/2006,9,1/13/2006,26.5,7.676182389
ML50019,MEN0503,2/15/2006,10,1/14/2006,26.5,8.128561587
ML50019,MEN0503,2/15/2006,11,1/15/2006,26.5,8.960308254
ML50019,MEN0503,2/15/2006,12,1/16/2006,26.5,9.427363176
ML50019,MEN0503,2/15/2006,13,1/17/2006,26.5,10.00852185
ML50019,MEN0503,2/15/2006,14,1/18/2006,26.5,10.72763234
ML50019,MEN0503,2/15/2006,15,1/19/2006,26.5,11.44894418
ML50019,MEN0503,2/15/2006,16,1/20/2006,26.5,12.08697129
ML50019,MEN0503,2/15/2006,17,1/21/2006,26.5,12.75948635
ML50019,MEN0503,2/15/2006,18,1/22/2006,26.5,13.57398904
ML50019,MEN0503,2/15/2006,19,1/23/2006,26.5,14.33602602
ML50019,MEN0503,2/15/2006,20,1/24/2006,26.5,15.03128845
ML50019,MEN0503,2/15/2006,21,1/25/2006,26.5,15.64363304
ML50019,MEN0503,2/15/2006,22,1/26/2006,26.5,16.30844335
ML50019,MEN0503,2/15/2006,23,1/27/2006,26.5,16.92482376
ML50019,MEN0503,2/15/2006,24,1/28/2006,26.5,17.45681876
ML50019,MEN0503,2/15/2006,25,1/29/2006,26.5,18.08530665
ML50019,MEN0503,2/15/2006,26,1/30/2006,26.5,18.6040935
ML50019,MEN0503,2/15/2006,27,1/31/2006,26.5,18.99483466
ML50019,MEN0503,2/15/2006,28,2/1/2006,26.5,19.53673577
ML50019,MEN0503,2/15/2006,29,2/2/2006,26.5,20.17586356
ML50019,MEN0503,2/15/2006,30,2/3/2006,26.5,20.70382274
ML50019,MEN0503,2/15/2006,31,2/4/2006,26.5,21.30405986
ML50019,MEN0503,2/15/2006,32,2/5/2006,26.5,21.90099494
ML50019,MEN0503,2/15/2006,33,2/6/2006,26.5,22.57717893
ML50019,MEN0503,2/15/2006,34,2/7/2006,26.5,23.12018072
ML50019,MEN0503,2/15/2006,35,2/8/2006,26.5,23.53366925
ML50019,MEN0503,2/15/2006,36,2/9/2006,26.5,23.84185946
ML50019,MEN0503,2/15/2006,37,2/10/2006,26.5,24.49272783
ML50019,MEN0503,2/15/2006,38,2/11/2006,26.5,25.11938125
ML50019,MEN0503,2/15/2006,39,2/12/2006,26.5,26.03991605
ML50019,MEN0503,2/15/2006,40,2/15/2006,26.5,26.5
ML50021,MEN0503,2/15/2006,0,12/24/2005,24.5,3.6
ML50021,MEN0503,2/15/2006,3,12/25/2005,24.5,4.076440493
ML50021,MEN0503,2/15/2006,4,12/26/2005,24.5,4.637821055
ML50021,MEN0503,2/15/2006,5,12/27/2005,24.5,5.00862542
ML50021,MEN0503,2/15/2006,6,12/28/2005,24.5,5.431888543
ML50021,MEN0503,2/15/2006,7,12/29/2005,24.5,5.776104223
ML50021,MEN0503,2/15/2006,8,12/30/2005,24.5,6.121038516
ML50021,MEN0503,2/15/2006,9,12/31/2005,24.5,6.438665511
ML50021,MEN0503,2/15/2006,10,1/1/2006,24.5,6.81291922
ML50021,MEN0503,2/15/2006,11,1/2/2006,24.5,7.183364278
ML50021,MEN0503,2/15/2006,12,1/3/2006,24.5,7.536203316
ML50021,MEN0503,2/15/2006,13,1/4/2006,24.5,7.848081406
ML50021,MEN0503,2/15/2006,14,1/5/2006,24.5,8.17002008
ML50021,MEN0503,2/15/2006,15,1/6/2006,24.5,8.471837587
ML50021,MEN0503,2/15/2006,16,1/7/2006,24.5,8.853421149
ML50021,MEN0503,2/15/2006,17,1/8/2006,24.5,9.289978614
ML50021,MEN0503,2/15/2006,18,1/9/2006,24.5,9.675155241
ML50021,MEN0503,2/15/2006,19,1/10/2006,24.5,10.06033187
ML50021,MEN0503,2/15/2006,20,1/11/2006,24.5,10.54827017
ML50021,MEN0503,2/15/2006,21,1/12/2006,24.5,10.85008768
ML50021,MEN0503,2/15/2006,22,1/13/2006,24.5,11.07788803
ML50021,MEN0503,2/15/2006,23,1/14/2006,24.5,11.45214174
ML50021,MEN0503,2/15/2006,24,1/15/2006,24.5,11.75395925
ML50021,MEN0503,2/15/2006,25,1/16/2006,24.5,12.03888935
ML50021,MEN0503,2/15/2006,26,1/17/2006,24.5,12.38382364
ML50021,MEN0503,2/15/2006,27,1/18/2006,24.5,12.7869656
ML50021,MEN0503,2/15/2006,28,1/19/2006,24.5,13.14196047
ML50021,MEN0503,2/15/2006,29,1/20/2006,24.5,13.53971283
ML50021,MEN0503,2/15/2006,30,1/21/2006,24.5,14.01902777
ML50021,MEN0503,2/15/2006,31,1/22/2006,24.5,14.34096645
ML50021,MEN0503,2/15/2006,32,1/23/2006,24.5,14.82028139
ML50021,MEN0503,2/15/2006,33,1/24/2006,24.5,15.17347974
ML50021,MEN0503,2/15/2006,34,1/25/2006,24.5,15.59207188
ML50021,MEN0503,2/15/2006,35,1/26/2006,24.5,16.09546036
ML50021,MEN0503,2/15/2006,36,1/27/2006,24.5,16.4486587
ML50021,MEN0503,2/15/2006,37,1/28/2006,24.5,16.7335888
ML50021,MEN0503,2/15/2006,38,1/29/2006,24.5,17.3472844
ML50021,MEN0503,2/15/2006,39,1/30/2006,24.5,17.86720098
ML50021,MEN0503,2/15/2006,40,1/31/2006,24.5,18.34651593
ML50021,MEN0503,2/15/2006,41,2/1/2006,24.5,18.76510807
ML50021,MEN0503,2/15/2006,42,2/2/2006,24.5,19.17004656
ML50021,MEN0503,2/15/2006,43,2/3/2006,24.5,19.5232449
ML50021,MEN0503,2/15/2006,44,2/4/2006,24.5,19.79308412
ML50021,MEN0503,2/15/2006,45,2/5/2006,24.5,20.28102242
ML50021,MEN0503,2/15/2006,46,2/6/2006,24.5,20.82070087
ML50021,MEN0503,2/15/2006,47,2/7/2006,24.5,21.14263955
ML50021,MEN0503,2/15/2006,48,2/8/2006,24.5,21.73441744
ML50021,MEN0503,2/15/2006,49,2/9/2006,24.5,22.24822582
ML50021,MEN0503,2/15/2006,50,2/10/2006,24.5,22.56764934
ML50021,MEN0503,2/15/2006,51,2/11/2006,24.5,23.23883399
ML50021,MEN0503,2/15/2006,52,2/12/2006,24.5,23.6286816
ML50021,MEN0503,2/15/2006,53,2/15/2006,24.5,24.5
ML50036,MEN0501,12/7/2005,0,10/27/2005,22.5,3.6
ML50036,MEN0501,12/7/2005,3,10/28/2005,22.5,4.177588432
ML50036,MEN0501,12/7/2005,4,10/29/2005,22.5,4.763445847
ML50036,MEN0501,12/7/2005,5,10/30/2005,22.5,5.076840286
ML50036,MEN0501,12/7/2005,6,10/31/2005,22.5,5.621766237
ML50036,MEN0501,12/7/2005,7,11/1/2005,22.5,6.130308665
ML50036,MEN0501,12/7/2005,8,11/2/2005,22.5,6.479673178
ML50036,MEN0501,12/7/2005,9,11/3/2005,22.5,6.917102356
ML50036,MEN0501,12/7/2005,10,11/4/2005,22.5,7.335099425
ML50036,MEN0501,12/7/2005,11,11/5/2005,22.5,8.061529543
ML50036,MEN0501,12/7/2005,12,11/6/2005,22.5,8.552293658
ML50036,MEN0501,12/7/2005,13,11/7/2005,22.5,8.912407849
ML50036,MEN0501,12/7/2005,14,11/8/2005,22.5,9.302290377
ML50036,MEN0501,12/7/2005,15,11/9/2005,22.5,9.692172905
ML50036,MEN0501,12/7/2005,16,11/10/2005,22.5,10.08205543
ML50036,MEN0501,12/7/2005,17,11/11/2005,22.5,10.51493667
ML50036,MEN0501,12/7/2005,18,11/12/2005,22.5,10.99040317
ML50036,MEN0501,12/7/2005,19,11/13/2005,22.5,11.4720714
ML50036,MEN0501,12/7/2005,20,11/14/2005,22.5,11.99053661
ML50036,MEN0501,12/7/2005,21,11/15/2005,22.5,12.47964693
ML50036,MEN0501,12/7/2005,22,11/16/2005,22.5,13.05682191
ML50036,MEN0501,12/7/2005,23,11/17/2005,22.5,13.38427362
ML50036,MEN0501,12/7/2005,24,11/18/2005,22.5,13.81715486
ML50036,MEN0501,12/7/2005,25,11/19/2005,22.5,14.29262135
ML50036,MEN0501,12/7/2005,26,11/20/2005,22.5,14.85904666
ML50036,MEN0501,12/7/2005,27,11/21/2005,22.5,15.33451316
ML50036,MEN0501,12/7/2005,28,11/22/2005,22.5,15.85297837
ML50036,MEN0501,12/7/2005,29,11/23/2005,22.5,16.24988953
ML50036,MEN0501,12/7/2005,30,11/24/2005,22.5,16.87089012
ML50036,MEN0501,12/7/2005,31,11/25/2005,22.5,17.5902916
ML50036,MEN0501,12/7/2005,32,11/26/2005,22.5,18.24478157
ML50036,MEN0501,12/7/2005,33,11/27/2005,22.5,18.65864415
ML50036,MEN0501,12/7/2005,34,11/28/2005,22.5,19.2271367
ML50036,MEN0501,12/7/2005,35,11/29/2005,22.5,19.71417977
ML50036,MEN0501,12/7/2005,36,11/30/2005,22.5,20.09951436
ML50036,MEN0501,12/7/2005,37,12/1/2005,22.5,20.54810667
ML50036,MEN0501,12/7/2005,38,12/2/2005,22.5,20.96610373
ML50036,MEN0501,12/7/2005,39,12/3/2005,22.5,21.33366001
ML50036,MEN0501,12/7/2005,40,12/4/2005,22.5,21.84468313
ML50036,MEN0501,12/7/2005,41,12/7/2005,22.5,22.5
ML50037,MEN0501,12/7/2005,0,10/18/2005,30,3.6
ML50037,MEN0501,12/7/2005,3,10/19/2005,30,4.097545631
ML50037,MEN0501,12/7/2005,4,10/20/2005,30,4.795448953
ML50037,MEN0501,12/7/2005,5,10/21/2005,30,5.337921587
ML50037,MEN0501,12/7/2005,6,10/22/2005,30,5.764309542
ML50037,MEN0501,12/7/2005,7,10/23/2005,30,6.16893162
ML50037,MEN0501,12/7/2005,8,10/24/2005,30,6.674290643
ML50037,MEN0501,12/7/2005,9,10/25/2005,30,7.446421187
ML50037,MEN0501,12/7/2005,10,10/26/2005,30,7.912992301
ML50037,MEN0501,12/7/2005,11,10/27/2005,30,8.688750492
ML50037,MEN0501,12/7/2005,12,10/28/2005,30,9.071048593
ML50037,MEN0501,12/7/2005,13,10/29/2005,30,9.396141504
ML50037,MEN0501,12/7/2005,14,10/30/2005,30,9.746069839
ML50037,MEN0501,12/7/2005,15,10/31/2005,30,10.09962582
ML50037,MEN0501,12/7/2005,16,11/1/2005,30,10.62284402
ML50037,MEN0501,12/7/2005,17,11/2/2005,30,11.05883129
ML50037,MEN0501,12/7/2005,18,11/3/2005,30,11.61190781
ML50037,MEN0501,12/7/2005,19,11/4/2005,30,12.19322417
ML50037,MEN0501,12/7/2005,20,11/5/2005,30,12.71644237
ML50037,MEN0501,12/7/2005,21,11/6/2005,30,13.15343421
ML50037,MEN0501,12/7/2005,22,11/7/2005,30,13.67665242
ML50037,MEN0501,12/7/2005,23,11/8/2005,30,14.25875011
ML50037,MEN0501,12/7/2005,24,11/9/2005,30,14.89833204
ML50037,MEN0501,12/7/2005,25,11/10/2005,30,15.42155025
ML50037,MEN0501,12/7/2005,26,11/11/2005,30,15.97462677
ML50037,MEN0501,12/7/2005,27,11/12/2005,30,16.58490848
ML50037,MEN0501,12/7/2005,28,11/13/2005,30,17.31211203
ML50037,MEN0501,12/7/2005,29,11/14/2005,30,17.98071513
ML50037,MEN0501,12/7/2005,30,11/15/2005,30,18.64987633
ML50037,MEN0501,12/7/2005,31,11/16/2005,30,19.2021157
ML50037,MEN0501,12/7/2005,32,11/17/2005,30,19.87127691
ML50037,MEN0501,12/7/2005,33,11/18/2005,30,20.42351628
ML50037,MEN0501,12/7/2005,34,11/19/2005,30,21.15071982
ML50037,MEN0501,12/7/2005,35,11/20/2005,30,21.79030175
ML50037,MEN0501,12/7/2005,36,11/21/2005,30,22.34254113
ML50037,MEN0501,12/7/2005,37,11/22/2005,30,23.01170233
ML50037,MEN0501,12/7/2005,38,11/23/2005,30,23.59301868
ML50037,MEN0501,12/7/2005,39,11/24/2005,30,24.0590317
ML50037,MEN0501,12/7/2005,40,11/25/2005,30,24.69861363
ML50037,MEN0501,12/7/2005,41,11/26/2005,30,25.10965385
ML50037,MEN0501,12/7/2005,42,11/27/2005,30,25.69175154
ML50037,MEN0501,12/7/2005,43,11/28/2005,30,26.24399092
ML50037,MEN0501,12/7/2005,44,11/29/2005,30,26.85510978
ML50037,MEN0501,12/7/2005,45,11/30/2005,30,27.3205647
ML50037,MEN0501,12/7/2005,46,12/1/2005,30,27.83038851
ML50037,MEN0501,12/7/2005,47,12/2/2005,30,28.33574754
ML50037,MEN0501,12/7/2005,48,12/3/2005,30,28.9945839
ML50037,MEN0501,12/7/2005,49,12/4/2005,30,29.34116364
ML50037,MEN0501,12/7/2005,50,12/7/2005,30,30
ML50038,MEN0501,12/7/2005,0,10/19/2005,25,3.6
ML50038,MEN0501,12/7/2005,3,10/20/2005,25,4.223167903
ML50038,MEN0501,12/7/2005,4,10/21/2005,25,4.624602553
ML50038,MEN0501,12/7/2005,5,10/22/2005,25,5.296807617
ML50038,MEN0501,12/7/2005,6,10/23/2005,25,5.811545523
ML50038,MEN0501,12/7/2005,7,10/24/2005,25,6.207802337
ML50038,MEN0501,12/7/2005,8,10/25/2005,25,6.687818278
ML50038,MEN0501,12/7/2005,9,10/26/2005,25,7.235450677
ML50038,MEN0501,12/7/2005,10,10/27/2005,25,7.684095017
ML50038,MEN0501,12/7/2005,11,10/28/2005,25,8.069996157
ML50038,MEN0501,12/7/2005,12,10/29/2005,25,8.362391654
ML50038,MEN0501,12/7/2005,13,10/30/2005,25,8.681285493
ML50038,MEN0501,12/7/2005,14,10/31/2005,25,9.129929833
ML50038,MEN0501,12/7/2005,15,11/1/2005,25,9.510653136
ML50038,MEN0501,12/7/2005,16,11/2/2005,25,9.942241073
ML50038,MEN0501,12/7/2005,17,11/3/2005,25,10.26570359
ML50038,MEN0501,12/7/2005,18,11/4/2005,25,10.55109378
ML50038,MEN0501,12/7/2005,19,11/5/2005,25,10.94856891
ML50038,MEN0501,12/7/2005,20,11/6/2005,25,11.33447005
ML50038,MEN0501,12/7/2005,21,11/7/2005,25,11.72037119
ML50038,MEN0501,12/7/2005,22,11/8/2005,25,12.03926503
ML50038,MEN0501,12/7/2005,23,11/9/2005,25,12.5558304
ML50038,MEN0501,12/7/2005,24,11/10/2005,25,13.00447474
ML50038,MEN0501,12/7/2005,25,11/11/2005,25,13.45311908
ML50038,MEN0501,12/7/2005,26,11/12/2005,25,14.03212308
ML50038,MEN0501,12/7/2005,27,11/13/2005,25,14.70524188
ML50038,MEN0501,12/7/2005,28,11/14/2005,25,15.25287428
ML50038,MEN0501,12/7/2005,29,11/15/2005,25,15.80050668
ML50038,MEN0501,12/7/2005,30,11/16/2005,25,16.50499708
ML50038,MEN0501,12/7/2005,31,11/17/2005,25,17.05262948
ML50038,MEN0501,12/7/2005,32,11/18/2005,25,17.6270648
ML50038,MEN0501,12/7/2005,33,11/19/2005,25,18.11225858
ML50038,MEN0501,12/7/2005,34,11/20/2005,25,18.56090292
ML50038,MEN0501,12/7/2005,35,11/21/2005,25,19.23402172
ML50038,MEN0501,12/7/2005,36,11/22/2005,25,19.81302572
ML50038,MEN0501,12/7/2005,37,11/23/2005,25,20.35608944
ML50038,MEN0501,12/7/2005,38,11/24/2005,25,21.02494414
ML50038,MEN0501,12/7/2005,39,11/25/2005,25,21.54821024
ML50038,MEN0501,12/7/2005,40,11/26/2005,25,22.07147635
ML50038,MEN0501,12/7/2005,41,11/27/2005,25,22.41260443
ML50038,MEN0501,12/7/2005,42,11/28/2005,25,22.6041844
ML50038,MEN0501,12/7/2005,43,11/29/2005,25,23.01110146
ML50038,MEN0501,12/7/2005,44,11/30/2005,25,23.3942614
ML50038,MEN0501,12/7/2005,45,12/1/2005,25,23.69914462
ML50038,MEN0501,12/7/2005,46,12/2/2005,25,23.93549764
